random_seed,fold,threshold,roc_auc,max_depth,n_estimators,learning_rate,Animales__properties__log_frq_promedio,Animales__properties__log_frq_std,Animales__properties__sa_num_phon_promedio,Animales__properties__sa_num_phon_std,Animales__properties__sa_num_syll_promedio,Animales__properties__sa_num_syll_std,Animales__properties__sa_NP__promedio,Animales__properties__sa_NP__std,Animales__properties__concreteness_imputada_promedio,Animales__properties__concreteness_imputada_std,Animales__properties__osv,Animales__properties__granularidad_promedio,Animales__properties__granularidad_std
729,2,[None],,1,407,0.7069785954431005,1,1,1,1,1,1,1,1,1,1,1,1,1
729,3,[None],,1,407,0.7071504865037695,1,1,1,1,1,1,1,1,1,1,1,1,1
729,4,[None],,6,443,0.4727427102367873,1,1,1,1,1,1,1,1,1,1,1,1,1
729,5,[None],,1,432,0.7325538340470903,1,1,1,1,1,1,1,1,1,1,1,1,1
729,6,[None],,1,452,0.4109213588562678,1,1,1,1,1,1,1,1,1,1,1,1,1
729,7,[None],,1,16,0.8174752800914794,1,1,1,1,1,1,1,1,1,1,1,1,1
729,8,[None],,1,453,0.3886294419048136,1,1,1,1,1,1,1,1,1,1,1,1,1
729,9,[None],,1,345,0.4150513484610965,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,0,[None],,1,114,0.723436727930657,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,1,[None],,1,407,0.47625683006183794,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,2,[None],,8,448,0.318685471496892,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,3,[None],,1,456,0.7274080046127627,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,4,[None],,8,448,0.318685471496892,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,5,[None],,2,356,0.7610242635682806,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,6,[None],,3,259,0.7033159399362827,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,7,[None],,1,454,0.27024756122621474,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,8,[None],,2,146,0.366995481450398,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,9,[None],,1,454,0.29977910913917016,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,0,[None],,1,114,0.42768068083763006,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,1,[None],,4,144,0.6384405725887676,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,2,[None],,2,356,0.7610242635682806,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,3,[None],,2,464,0.8083122591848525,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,4,[None],,1,448,0.47273753537171803,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,5,[None],,2,446,0.5589739302645621,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,6,[None],,5,392,0.2004741083762014,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,7,[None],,9,386,0.19951696585263823,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,8,[None],,1,15,0.6470428522314906,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,9,[None],,2,446,0.5398028996737351,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,0,[None],,8,386,0.1276455393570854,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,1,[None],,8,447,0.3348326419075035,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,2,[None],,3,163,0.729876572159726,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,3,[None],,1,452,0.4148572733920765,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,4,[None],,3,444,0.5339411589543384,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,5,[None],,1,407,0.7071504865037695,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,6,[None],,4,410,0.6949969117197965,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,7,[None],,1,114,0.42768068083763006,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,8,[None],,4,136,0.8289087716427774,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,9,[None],,1,407,0.7071504865037695,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,0,[None],,2,466,0.5390176858119471,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,1,[None],,1,454,0.2595212016184169,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,2,[None],,1,454,0.2595212016184169,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,3,[None],,9,386,0.19951696585263823,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,4,[None],,2,146,0.37955043073329164,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,5,[None],,1,345,0.4150513484610965,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,6,[None],,2,146,0.366995481450398,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,7,[None],,8,449,0.3190366148233571,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,8,[None],,1,114,0.42768068083763006,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,9,[None],,1,456,0.21568582178067655,1,1,1,1,1,1,1,1,1,1,1,1,1
