random_seed,fold,threshold,roc_auc,C,Animales__properties__log_frq_promedio,Animales__properties__log_frq_std,Animales__properties__sa_num_phon_promedio,Animales__properties__sa_num_phon_std,Animales__properties__sa_num_syll_promedio,Animales__properties__sa_num_syll_std,Animales__properties__sa_NP__promedio,Animales__properties__sa_NP__std,Animales__properties__concreteness_imputada_promedio,Animales__properties__concreteness_imputada_std,Animales__properties__osv,Animales__properties__granularidad_promedio,Animales__properties__granularidad_std
81,2,[None],0.8310344827586207,8.605606812919866,1,1,1,1,1,1,1,1,0,0,0,0,1
81,3,[None],0.8913793103448275,92.70637665889504,1,1,1,1,1,1,0,0,1,0,0,0,0
81,4,[None],0.8477011494252873,96.99098822521421,1,1,1,1,1,1,1,1,1,0,0,0,0
81,5,[None],0.8350574712643678,6.505252793368653,1,1,1,1,1,1,0,1,1,0,0,1,1
81,6,[None],0.88,33.028041280215525,1,1,1,1,1,1,1,1,0,0,0,0,0
81,7,[None],0.8433333333333334,29.12298489689017,1,1,1,1,1,1,1,1,0,0,0,0,0
81,8,[None],0.8522222222222223,0.9861807266078791,1,1,1,0,1,0,1,1,1,0,0,1,1
81,9,[None],0.8805555555555555,90.932049275838,1,0,1,1,1,1,1,1,0,0,0,0,0
243,0,[None],0.8747126436781609,10.834443184649526,1,0,1,1,1,1,1,0,0,0,0,0,0
243,1,[None],0.8517241379310344,59.86588855385524,1,1,1,1,1,1,1,1,0,0,0,0,0
243,2,[None],0.8942528735632184,2.504417503294886,1,1,1,1,1,0,1,1,0,0,0,0,0
243,3,[None],0.8517241379310345,18.182578538213342,1,0,1,0,1,1,0,1,0,0,0,1,1
243,4,[None],0.8954022988505747,95.07143556956098,1,0,1,1,1,1,1,1,0,0,0,0,0
243,5,[None],0.8862068965517241,12.203911280654397,1,1,1,1,1,0,0,0,0,0,0,1,1
243,6,[None],0.8422222222222223,0.4549750959853366,1,1,1,0,1,0,1,1,0,0,0,0,0
243,7,[None],0.8505555555555556,2.29223650015664,1,1,0,0,1,0,0,1,0,0,0,1,1
243,8,[None],0.8955555555555555,88.77719997526569,1,1,1,1,1,1,1,1,1,1,0,0,0
243,9,[None],0.9077777777777778,59.86588855385524,1,1,1,1,1,1,1,1,0,0,0,0,1
729,0,[None],0.8850574712643678,3.4389486726697283,1,1,1,1,1,0,0,0,1,0,0,1,1
729,1,[None],0.8545977011494253,86.61762795987894,1,1,1,1,1,1,1,1,0,0,0,0,0
729,2,[None],0.9022988505747127,68.42333422791305,1,1,1,1,1,1,0,0,1,0,0,1,1
729,3,[None],0.871264367816092,35.1025391799724,1,1,1,1,1,1,1,1,1,0,0,0,0
729,4,[None],0.8517241379310345,73.19942098174633,1,0,1,1,1,1,1,1,0,0,0,1,0
729,5,[None],0.9172413793103449,100.0,1,0,1,1,1,1,1,1,1,0,1,0,0
729,6,[None],0.8066666666666666,9.767301633426985,1,0,1,0,1,0,0,1,0,0,0,1,1
729,7,[None],0.8516666666666667,95.07143556956098,1,1,1,1,1,1,1,0,1,0,0,1,1
729,8,[None],0.8283333333333334,3.4389486726697283,1,1,1,1,1,1,1,1,1,0,0,0,1
729,9,[None],0.8566666666666667,0.6176077166624978,1,1,1,1,0,0,1,1,1,0,0,0,1
2187,0,[None],0.8517241379310345,1.3098275273040774,1,1,1,1,1,0,0,0,0,0,0,1,1
2187,1,[None],0.9143678160919539,21.233989833916546,1,1,1,1,1,1,0,0,1,0,0,1,1
2187,2,[None],0.9091954022988505,38.65007292457287,1,0,1,1,1,1,1,1,0,0,0,0,1
2187,3,[None],0.8241379310344829,52.475690687580624,1,1,1,1,1,1,0,1,0,1,0,1,1
2187,4,[None],0.8517241379310345,100.0,1,0,1,1,1,1,1,1,1,0,0,0,0
2187,5,[None],0.8816091954022989,9.767301633426985,1,1,1,0,1,0,0,1,0,0,0,1,1
2187,6,[None],0.88,4.6451366269585,1,0,1,1,1,0,1,1,0,0,0,0,0
2187,7,[None],0.8466666666666667,29.12298489689017,1,1,1,1,1,1,0,1,0,0,0,1,1
2187,8,[None],0.9277777777777777,86.61762795987894,1,0,1,1,1,1,1,1,1,0,0,0,0
2187,9,[None],0.8166666666666669,1.5126364461887198,1,1,1,0,1,0,0,1,0,0,0,1,1
6561,0,[None],0.8804597701149425,0.6755723157741681,1,1,0,0,0,0,1,1,0,0,0,0,0
6561,1,[None],0.8741379310344828,95.07143556956098,1,1,1,1,1,1,1,1,0,0,0,0,0
6561,2,[None],0.8235632183908046,6.505252793368653,1,1,1,0,1,1,1,1,1,1,0,0,0
6561,3,[None],0.8741379310344828,95.07143556956098,1,1,1,1,1,1,1,1,0,0,0,0,0
6561,4,[None],0.8545977011494253,95.07143556956098,1,1,1,1,1,1,0,0,1,0,0,1,1
6561,5,[None],0.8810344827586207,59.86588855385524,1,0,1,1,1,1,1,1,0,0,0,0,0
6561,6,[None],0.8511111111111113,0.977170293494645,1,0,1,0,1,0,1,1,0,0,0,0,1
6561,7,[None],0.9077777777777778,84.50117431085623,1,1,1,1,1,1,1,1,1,1,0,0,0
6561,8,[None],0.8644444444444445,0.7090846552446254,1,1,1,1,0,0,1,1,1,0,0,0,1
6561,9,[None],0.8877777777777778,37.45407443072437,1,1,1,1,1,1,0,0,1,0,0,1,1
19683,0,[None],0.9195402298850575,100.0,1,1,1,1,1,1,1,1,1,0,0,0,0
19683,1,[None],0.8402298850574713,1.3280034876397193,1,1,1,1,1,1,0,1,1,0,0,1,1
19683,2,[None],0.8701149425287357,21.233989833916546,1,1,1,1,1,1,1,0,1,0,0,1,1
19683,3,[None],0.8195402298850576,2.0585473711308153,1,1,1,1,0,0,1,1,1,0,0,1,1
19683,4,[None],0.8597701149425288,15.601948442379607,1,0,1,0,1,0,1,1,0,0,0,1,1
19683,5,[None],0.8781609195402298,2.23141687152844,1,1,1,1,1,1,0,1,0,1,0,1,1
19683,6,[None],0.8533333333333334,15.601948442379607,1,1,1,1,1,1,1,1,0,0,0,0,0
19683,7,[None],0.8566666666666667,17.052495316316783,1,1,1,1,1,1,1,1,0,0,0,0,0
19683,8,[None],0.8044444444444445,1.9344878807034278,1,1,1,0,1,0,0,1,0,1,0,1,1
19683,9,[None],0.8833333333333334,95.07143556956098,1,1,1,1,1,1,1,1,0,0,0,0,0
59049,0,[None],0.8701149425287356,2.0585473711308153,1,1,1,0,1,1,0,1,1,0,0,0,1
59049,1,[None],0.8344827586206895,6.505252793368653,1,1,1,1,1,0,0,0,0,0,1,1,0
59049,2,[None],0.8770114942528736,9.767301633426985,1,1,1,0,1,1,1,1,1,1,0,0,0
59049,3,[None],0.8563218390804599,86.61762795987894,1,0,1,1,1,1,1,1,0,0,0,0,0
59049,4,[None],0.8695402298850575,78.51761762170523,1,1,1,1,1,1,1,1,1,0,0,0,0
59049,5,[None],0.9103448275862069,7.4349599967834585,1,1,1,1,1,1,0,0,1,0,0,1,1
59049,6,[None],0.8555555555555555,1.0390551497209337,1,0,1,0,1,0,1,1,0,0,0,1,1
59049,7,[None],0.9199999999999999,100.0,1,1,1,1,1,1,1,1,1,1,0,0,0
59049,8,[None],0.8127777777777778,1.725148022502064,1,1,1,1,1,1,1,1,1,1,0,0,1
59049,9,[None],0.856111111111111,86.61762795987894,1,1,1,1,1,1,1,1,1,0,0,0,0
