random_seed,fold,threshold,roc_auc,C,gamma,Animales__properties__log_frq_promedio,Animales__properties__log_frq_std,Animales__properties__sa_num_phon_promedio,Animales__properties__sa_num_phon_std,Animales__properties__sa_num_syll_promedio,Animales__properties__sa_num_syll_std,Animales__properties__sa_NP__promedio,Animales__properties__sa_NP__std,Animales__properties__concreteness_imputada_promedio,Animales__properties__concreteness_imputada_std,Animales__properties__osv,Animales__properties__granularidad_promedio,Animales__properties__granularidad_std
729,2,[None],0.5155172413793103,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
729,3,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
729,4,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
729,5,[None],0.5155172413793104,0.0001,8160.27542533139,1,1,1,1,1,1,1,1,1,1,1,1,1
729,6,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
729,7,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
729,8,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
729,9,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,0,[None],0.5155172413793103,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,1,[None],0.5155172413793103,0.0001,8176.510219184571,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,2,[None],0.5155172413793103,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,3,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,4,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,5,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,6,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,7,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,8,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,9,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,0,[None],0.5155172413793103,0.1332546233156124,8154.563904278128,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,1,[None],0.5155172413793103,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,2,[None],0.5155172413793103,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,3,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,4,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,5,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,6,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,7,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,8,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
6561,9,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,0,[None],0.5155172413793103,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,1,[None],0.5,60.111541062819704,7080.725807153198,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,2,[None],0.5155172413793103,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,3,[None],0.4844827586206897,77.22449970518882,1987.156895470156,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,4,[None],0.5155172413793104,0.590636487231729,8155.1748034447655,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,5,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,6,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,7,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,8,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
19683,9,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,0,[None],0.5,4.522824368324915,3253.3033750996105,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,1,[None],0.5155172413793103,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,2,[None],0.5155172413793103,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,3,[None],0.4844827586206897,18.182578538213342,1834.0451801938873,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,4,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,5,[None],0.5155172413793104,0.5523111601485275,8154.614303002199,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,6,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,7,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,8,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
59049,9,[None],0.5,37.45407443072437,9507.14306902773,1,1,1,1,1,1,1,1,1,1,1,1,1
